Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,,OWS,DWS,WS,WS/48,,OBPM,DBPM,BPM,VORP
Tyler Johnson\johnsty01,PG,29,PHI,3,38,9.5,0.55,0.7,0,3,14.4,8.8,7.5,1.3,2.4,9.1,13,,0,0,0.1,0.074,,-2.4,0.5,-2,0
Tyler Johnson\johnsty01,PG,29,SAS,3,53,5.5,0.3,0.6,0,3.9,8,5.9,11,1.8,3.1,9.1,8.7,,0,0,0,0.004,,-4.8,1.1,-3.7,0
Nikola Jokić\jokicni01,C,26,DEN,68,2253,32.7,0.659,0.234,0.355,9.6,35.1,22.7,43.1,2.1,2.4,15.8,31.4,,9.9,4.1,14,0.299,,9.3,4.5,13.8,9
Carlik Jones\jonesca03,PG,24,TOT,5,23,-1.7,0.202,0.111,0.222,4.8,9.7,7.2,26.9,2.2,0,23.3,25.1,,-0.2,0,-0.1,-0.285,,-11.3,-4.2,-15.5,-0.1
Carlik Jones\jonesca03,PG,24,DAL,3,19,-4,0.127,0.143,0.286,5.8,11.7,8.7,32.5,2.6,0,27.6,25.7,,-0.2,0,-0.1,-0.339,,-13.1,-4.3,-17.3,-0.1
Carlik Jones\jonesca03,PG,24,DEN,2,4,9,0.5,0,0,0,0,0,0,0,0,0,22,,0,0,0,-0.028,,-2.9,-3.8,-6.7,0
Damian Jones\jonesda03,C,26,SAC,49,804,16.6,0.682,0.11,0.46,8.5,17.8,13.1,9.7,1.3,3.6,16.9,15.4,,1.6,0.6,2.3,0.135,,-1.1,0.3,-0.8,0.3
Derrick Jones Jr.\jonesde02,PF,24,CHI,46,805,12.9,0.631,0.289,0.353,7.6,13.9,10.8,4.1,1.3,3.2,11.1,12.3,,1.3,0.8,2.1,0.122,,-1.6,0.6,-1,0.2
Herbert Jones\joneshe01,PF,23,NOP,71,2123,12.2,0.578,0.28,0.28,4.5,9.8,7.1,10.1,2.6,2.4,14.1,13.8,,1.9,2.3,4.2,0.095,,-2.1,1.4,-0.7,0.7
Jemerrio Jones\jonesje01,SF,26,LAL,2,15,14.9,0.667,0,0,14.3,7.1,10.7,0,3.2,0,0,8.6,,0,0,0.1,0.172,,-1.1,0,-1.1,0
Kai Jones\joneska01,C,21,CHO,19,58,7.6,0.605,0.154,0.615,5.3,13,9.1,9.4,0.8,0,26.6,16.5,,0,0,0,-0.015,,-5.7,-2.6,-8.3,-0.1
Mason Jones\jonesma05,SG,23,LAL,2,9,-2.4,0.282,0.25,0.25,11.9,11.9,11.9,0,5.3,0,10.1,47.2,,-0.1,0,-0.1,-0.452,,-13.5,-4.4,-17.9,0
Tre Jones\jonestr01,PG,22,SAS,61,935,14,0.528,0.144,0.256,3.1,11.6,7.3,25.8,1.7,0.4,11.8,15.3,,1.3,0.7,2,0.103,,-1.4,0.2,-1.2,0.2
Tyus Jones\jonesty01,PG,25,MEM,68,1412,16.8,0.547,0.372,0.13,1.2,11,6,28.1,2.1,0.1,7.6,16.4,,3.3,1.5,4.7,0.161,,1.1,0.5,1.6,1.3
DeAndre Jordan\jordade01,C,33,TOT,42,549,16.5,0.616,0,0.309,15.3,30.3,22.8,4.6,1.1,4.9,19.1,13.7,,0.7,0.9,1.6,0.137,,-1.9,0,-1.8,0
DeAndre Jordan\jordade01,C,33,LAL,32,408,17.6,0.657,0,0.292,13.4,31.7,22.6,4.5,1.2,5.7,17.3,12.8,,0.7,0.7,1.3,0.156,,-1.5,0.8,-0.6,0.1
DeAndre Jordan\jordade01,C,33,PHI,10,141,13.2,0.509,0,0.353,20.8,26.4,23.6,5.1,0.7,2.5,23.4,16.4,,0,0.2,0.2,0.08,,-3,-2.3,-5.3,-0.1
Cory Joseph\josepco01,PG,30,DET,62,1537,11.5,0.582,0.39,0.277,1.9,10,5.7,22.2,1.3,1,16.2,14.3,,1.7,0.8,2.5,0.077,,-2,-0.2,-2.2,-0.1
Georgios Kalaitzakis\kalaige01,SF,23,MIL,9,48,5.9,0.535,0.364,0.818,9,8.6,8.8,0,1,2,21.1,16.9,,0,0,0,-0.007,,-5.8,-2.1,-7.9,-0.1
Frank Kaminsky\kaminfr01,C,28,PHO,9,181,21.4,0.635,0.227,0.303,6.8,17.3,12.2,10.1,2.1,3.4,6.3,19.1,,0.5,0.3,0.9,0.231,,2.6,2.4,5,0.3
Luke Kennard\kennalu01,SG,25,LAC,64,1757,12.7,0.612,0.666,0.115,1,11.4,6.3,11.3,1,0.3,8.5,16.5,,2.4,1.4,3.8,0.103,,0.5,-0.3,0.2,1
Braxton Key\keybr01,SF,24,TOT,3,24,2.9,0.375,0.25,0,9,23.5,15.9,6.5,2.1,7.5,33.3,21.8,,-0.1,0,-0.1,-0.173,,-10.5,1.2,-9.2,0
Braxton Key\keybr01,SF,24,PHI,2,6,9.2,0.5,0.5,0,18.8,18.2,18.5,26,8.3,0,50,30,,0,0,0,-0.167,,-9.5,3.3,-6.2,0
Braxton Key\keybr01,SF,24,DET,1,18,0.7,0.333,0.167,0,5.7,25.2,15,0,0,10,25,19,,-0.1,0,-0.1,-0.174,,-10.8,0.5,-10.2,0
George King\kingge03,SF,28,DAL,4,19,-12.3,0.085,0.8,0.4,0,29.3,14.5,0,0,0,14.5,16.3,,-0.1,0,-0.1,-0.295,,-16.6,-3.5,-20.1,-0.1
Louis King\kinglo02,SF,22,SAC,10,104,8.2,0.438,0.574,0.213,0,12.7,6.3,12.4,0.9,0.8,0,21.2,,0,0,0,0.003,,-3,-1.7,-4.6,-0.1
Corey Kispert\kispeco01,SF,22,WAS,68,1506,10.7,0.571,0.613,0.123,3.8,9.2,6.5,6.5,0.9,1.2,8.6,14.7,,1.2,0.6,1.8,0.056,,-0.9,-1.7,-2.6,-0.2
Maxi Kleber\klebima01,PF,30,DAL,55,1360,11.3,0.54,0.71,0.188,5.3,21.2,13.2,6.7,1,3.7,10.4,13.4,,0.8,2.2,3,0.105,,-1.5,1.3,-0.2,0.6
Brandon Knight\knighbr03,PG,30,DAL,3,54,17,0.638,0.65,0.4,0,14.4,7.2,23.1,0.9,0,14.5,22.9,,0.1,0.1,0.2,0.164,,-0.6,-1,-1.6,0
Nathan Knight\knighna01,PF,24,MIN,35,247,17.1,0.585,0.122,0.77,12.2,20.2,16.2,10.8,1.4,3.2,14.6,19.6,,0.5,0.3,0.8,0.156,,-1.8,0.3,-1.5,0
Kevin Knox\knoxke01,SF,22,TOT,26,194,8.6,0.448,0.632,0.265,7.2,14.6,10.9,7.1,0.8,0.5,8.4,18.7,,-0.1,0.1,0,0.008,,-2.5,-2.3,-4.9,-0.1
Kevin Knox\knoxke01,SF,22,NYK,13,111,11.7,0.529,0.7,0.25,7.6,13.8,10.6,4.2,0.9,0.9,10.1,19.5,,0.1,0.1,0.1,0.061,,0.5,-2,-1.4,0
Kevin Knox\knoxke01,SF,22,ATL,13,83,4.4,0.333,0.536,0.286,6.6,15.7,11.2,10.9,0.6,0,6,17.7,,-0.1,0,-0.1,-0.064,,-6.7,-2.8,-9.4,-0.2
John Konchar\konchjo01,SG,25,MEM,65,1162,13.6,0.613,0.496,0.19,6.3,20.5,13.3,9.6,1.7,1.6,9,9.7,,2.1,1.6,3.6,0.15,,0,1.3,1.3,1
Furkan Korkmaz\korkmfu01,SG,24,PHI,61,1354,10.7,0.511,0.563,0.173,1.7,12.2,7,13.3,1.2,0.5,8.7,17.7,,0.3,1.1,1.4,0.049,,-1.7,-1,-2.7,-0.2
Luke Kornet\kornelu01,C,26,TOT,9,40,8.6,0.3,0.25,0.25,11.1,10.6,10.8,10.1,2.5,2.2,0,14.7,,0,0.1,0,0.038,,-6.1,-1.1,-7.2,-0.1
Luke Kornet\kornelu01,C,26,CLE,2,15,8.8,0.316,0.2,0.6,15.1,7.2,11,8.8,0,5.9,0,18.6,,0,0,0,0.012,,-6.7,-3.2,-9.9,0
Luke Kornet\kornelu01,C,26,MIL,1,3,-5,0,0,0,36.1,0,17.6,0,0,0,0,14.3,,0,0,0,-0.153,,-14.2,-10.5,-24.7,0
Luke Kornet\kornelu01,C,26,BOS,6,22,10.2,0.333,0.333,0,5,14.4,9.8,12.3,4.5,0,0,12,,0,0,0,0.082,,-4.6,1.7,-2.9,0
Vit Krejci\krejcvi01,SG,21,OKC,22,406,9,0.596,0.659,0.106,2.7,13.1,7.8,9.9,1.2,1.1,15.2,11.2,,0.3,0.3,0.6,0.066,,-3.6,-0.7,-4.3,-0.2
Arnoldas Kulboka\kulboar01,SF,24,CHO,1,3,0,,,,0,0,0,0,0,0,,0,,0,0,0,-0.014,,-5.3,-5.2,-10.5,0
Jonathan Kuminga\kuminjo01,SF,19,GSW,62,1037,14.9,0.595,0.331,0.394,5.2,16.2,10.9,7.7,1.2,1.7,12,23.1,,1,1.5,2.5,0.115,,-1.6,-0.6,-2.2,-0.1
Kyle Kuzma\kuzmaky01,PF,26,WAS,66,2204,15.3,0.547,0.401,0.234,3.6,24.2,14,16.5,0.9,2.2,14.1,24.2,,0.1,2.1,2.2,0.048,,0.3,-0.5,-0.2,1
Anthony Lamb\lamban01,SF,24,SAS,2,8,-0.5,0,1,0,0,13.3,6.5,27.8,0,0,0,10.5,,0,0,0,-0.139,,-6.1,-1.8,-7.9,0
Jeremy Lamb\lambje01,SF-SG,29,TOT,49,811,13.3,0.516,0.497,0.313,2.8,15.6,9.2,12.2,1.6,2.1,8.2,19.9,,0.6,0.6,1.1,0.067,,-0.3,-0.4,-0.7,0.2
Jeremy Lamb\lambje01,SF,29,IND,39,613,13.5,0.524,0.513,0.351,2.7,14.4,8.5,11.7,1.8,2,8.4,20.1,,0.5,0.4,1,0.076,,-0.2,-0.2,-0.4,0.2
Jeremy Lamb\lambje01,SG,29,SAC,10,198,12.5,0.49,0.447,0.197,3.2,19.5,11.3,13.8,0.7,2.6,7.8,19.4,,0,0.1,0.2,0.039,,-0.8,-1,-1.7,0
Jock Landale\landajo01,C,26,SAS,48,520,16.9,0.614,0.429,0.187,10.9,12.5,11.7,11.5,0.9,2.1,12.8,18.3,,1,0.4,1.4,0.13,,1,-1,0.1,0.3
Romeo Langford\langfro01,SG,22,TOT,45,744,9.4,0.523,0.447,0.202,4.4,10.6,7.6,3.5,1.4,2,7.2,13.1,,0.3,1,1.3,0.084,,-2.3,0.9,-1.4,0.1
Romeo Langford\langfro01,SG,22,BOS,44,728,9.4,0.52,0.451,0.185,4.5,10.7,7.7,3.6,1.4,2,7.4,13,,0.3,1,1.3,0.084,,-2.2,1,-1.3,0.1
Romeo Langford\langfro01,SG,22,SAS,1,16,11.2,0.608,0.25,1,0,6.6,3.3,0,0,0,0,15.2,,0,0,0,0.043,,-2.6,-2.7,-5.3,0
Zach LaVine\lavinza01,SF,26,CHI,61,2125,20.4,0.607,0.397,0.304,1.1,13.8,7.5,21.3,0.9,0.9,11.5,29.2,,4.2,1.3,5.5,0.125,,4.1,-1.4,2.7,2.5
Jake Layman\laymaja01,SF,27,MIN,31,204,8,0.468,0.484,0.194,3.1,13.9,8.3,5.3,1.4,2.4,10.6,15.4,,-0.1,0.2,0.1,0.016,,-3.9,-0.3,-4.2,-0.1
Damion Lee\leeda03,SG,29,GSW,57,1143,11.1,0.567,0.509,0.188,2.3,14.8,8.7,6.7,1.6,0.4,8.2,15.8,,0.9,1.6,2.5,0.105,,-2.2,0.4,-1.8,0.1
Saben Lee\leesa01,PG,22,DET,34,519,13.5,0.491,0.335,0.342,2.6,13.8,7.9,23.8,3,1.9,13.2,16.9,,0.2,0.6,0.8,0.071,,-2.1,1.9,-0.2,0.2
Alex Len\lenal01,C,28,SAC,37,613,13.3,0.578,0.121,0.362,8.9,19.6,14.2,10.6,1,3.5,17.6,17.1,,0.4,0.5,0.9,0.071,,-3,0.2,-2.8,-0.1
Caris LeVert\leverca01,SG,27,TOT,50,1518,15.3,0.522,0.302,0.222,2.7,10.4,6.5,22.2,1.4,1.1,10.1,26.2,,1,0.8,1.8,0.058,,0.3,-1.3,-1.1,0.4
Caris LeVert\leverca01,SG,27,IND,39,1214,16.5,0.53,0.304,0.235,2.7,11,6.8,23,1.4,1.3,9.9,26.9,,1.2,0.5,1.7,0.067,,1.1,-1.3,-0.2,0.6
Caris LeVert\leverca01,SG,27,CLE,11,304,10.6,0.484,0.291,0.164,2.6,7.8,5.3,19.1,1.3,0.6,11.1,23.5,,-0.2,0.3,0.1,0.023,,-3.1,-1.5,-4.5,-0.2
Kira Lewis Jr.\lewiski01,PG,20,NOP,24,341,9.9,0.466,0.397,0.082,2.9,9.8,6.3,21.9,1.6,0.3,14.7,22.4,,-0.3,0.2,-0.1,-0.016,,-2.7,-1.2,-3.9,-0.2
Scottie Lewis\lewissc01,SG,21,CHO,2,7,14.7,0.568,,,0,0,0,16.4,6.9,0,0,5.3,,0,0,0,0.165,,0.1,5.9,5.9,0
Damian Lillard\lillada01,PG,31,POR,29,1056,18.7,0.55,0.514,0.328,1.3,11.5,6.2,33.7,0.8,1,11.6,29.2,,1.8,0.1,1.9,0.086,,4,-2.7,1.3,0.9
Nassir Little\littlna01,SF,21,POR,42,1088,13.6,0.575,0.489,0.298,5.6,18.6,11.9,7.4,1.1,3.2,10.1,15.7,,1.2,0.6,1.8,0.08,,-0.8,-0.5,-1.3,0.2
Isaiah Livers\liveris01,SF,23,DET,13,215,9.3,0.551,0.764,0.091,4.8,11.6,8,7.5,1.6,2.1,12.3,13,,0.1,0.2,0.2,0.056,,-1.8,-0.2,-2,0
Kevon Looney\looneke01,C,25,GSW,74,1603,16,0.584,0.003,0.346,13.7,24.2,19.1,13.1,1.5,3,14.1,12.5,,3.3,3,6.3,0.188,,-0.8,1.7,0.8,1.2
Brook Lopez\lopezbr01,C,33,MIL,7,152,13.2,0.534,0.446,0.196,7.8,10.2,9,5.6,1.3,5.7,9,18.8,,0.1,0.2,0.3,0.095,,-2.5,-0.1,-2.6,0
Robin Lopez\lopezro01,C,33,ORL,30,523,14.2,0.578,0.029,0.247,12.3,9.9,11.1,14.6,0.1,2.8,16.8,19.2,,0.5,0.3,0.7,0.068,,-2.1,-1.4,-3.6,-0.2
Didi Louzada\louzama01,SF,22,NOP,2,7,-1.1,0,1,0,31,0,15.7,17.2,0,0,0,18.4,,0,0,0,-0.238,,-4,-8.4,-12.4,0
Kevin Love\loveke01,PF,33,CLE,66,1477,19.7,0.589,0.616,0.279,5.8,29.5,17.9,15.4,0.8,1,10.3,25.1,,2.9,2.3,5.2,0.17,,4.3,0.4,4.7,2.5
Kyle Lowry\lowryky01,PG,35,MIA,58,1978,14.5,0.587,0.612,0.275,1.7,13.2,7.5,32.2,1.6,0.9,19.9,18.2,,2.9,2.5,5.4,0.131,,0.8,0.7,1.5,1.7
Timothé Luwawu-Cabarrot\luwawti01,SF,26,ATL,45,538,8.5,0.538,0.682,0.159,2.5,10.1,6.3,7.4,1.3,0.8,9.5,14.5,,0.3,0.2,0.5,0.041,,-2.6,-1.2,-3.8,-0.2
Trey Lyles\lylestr01,PF,26,TOT,68,1364,16.7,0.588,0.378,0.424,6.3,21.6,13.7,9.2,0.9,2,10.1,20.7,,2.2,1.1,3.3,0.115,,0.7,-0.7,-0.1,0.7
Trey Lyles\lylestr01,PF,26,DET,51,990,16.8,0.576,0.38,0.458,6.2,21.1,13.3,9.6,1.1,2.4,10.5,22.3,,1.4,0.9,2.2,0.109,,0.5,-0.5,0,0.5
Trey Lyles\lylestr01,PF,26,SAC,17,374,16.3,0.63,0.371,0.31,6.6,23,14.7,8.2,0.5,1.2,9,16.6,,0.8,0.2,1,0.131,,1.2,-1.4,-0.3,0.2
Théo Maledon\maledth01,PG,20,OKC,47,771,9.5,0.485,0.498,0.329,2.4,12,7.1,16.8,1.8,1.1,15.6,19.4,,-0.6,0.7,0.1,0.005,,-4.3,-0.6,-4.8,-0.6
Sandro Mamukelashvili\mamuksa01,PF,22,MIL,37,331,13.5,0.6,0.477,0.159,9.5,11.2,10.4,6.6,1,2,9.6,13.5,,0.6,0.3,0.9,0.128,,0.2,-0.6,-0.4,0.1
Terance Mann\mannte01,SF,25,LAC,74,2147,13.4,0.569,0.307,0.238,4.9,14.7,9.9,13,1.3,0.6,9.7,16,,2.8,2.2,5,0.111,,-0.9,0.2,-0.7,0.7
Tre Mann\manntr01,PG,20,OKC,60,1367,10.4,0.501,0.463,0.139,1.8,11.1,6.4,10.7,1.7,0.8,10.2,22,,-0.9,1.1,0.2,0.005,,-3.2,-1.1,-4.4,-0.9
Boban Marjanović\marjabo01,C,33,DAL,20,106,21,0.625,0.05,0.333,7.2,25.2,16.2,4.1,0,2.6,13.8,33.8,,0,0.1,0.2,0.071,,-1.3,-0.9,-2.2,0
Lauri Markkanen\markkla01,PF,24,CLE,53,1653,14.6,0.572,0.536,0.219,3.8,16,10,7,1.3,1.5,6.5,19.2,,2.2,2.2,4.4,0.127,,0.4,0.2,0.6,1.1
Naji Marshall\marshna01,SF,24,NOP,47,600,12,0.5,0.421,0.311,5.4,17.1,11.2,11.1,2.3,0.8,12.5,21.2,,-0.1,0.6,0.5,0.043,,-2.9,-0.5,-3.4,-0.2
Caleb Martin\martica02,SF,26,MIA,57,1293,15.3,0.615,0.373,0.231,6.1,13,9.6,7.3,2.2,2.1,9.9,16.4,,2.1,1.9,4,0.147,,0.4,0.9,1.3,1.1
Cody Martin\martico01,SF,26,CHO,63,1676,12.4,0.566,0.377,0.269,4.5,11.9,8.1,12.2,2.3,1.7,11.6,12.4,,1.9,1.4,3.3,0.095,,-1.4,0.7,-0.7,0.6
Kelan Martin\martike03,SF,26,TOT,30,450,9.5,0.484,0.439,0.076,4.1,9.4,6.8,6.8,1.4,1.7,7.3,18.2,,-0.1,0.2,0.1,0.011,,-2.5,-1,-3.5,-0.2
Kelan Martin\martike03,SF,26,IND,27,444,9.8,0.492,0.44,0.077,3.9,9.3,6.6,6.8,1.4,1.8,7.5,18.1,,0,0.2,0.1,0.016,,-2.4,-0.8,-3.2,-0.1
Kelan Martin\martike03,SF,26,BOS,3,6,-11.3,0,0.333,0,18.3,17.6,17.9,0,0,0,0,22.1,,-0.1,0,0,-0.385,,-14.7,-10.6,-25.3,0
Kenyon Martin Jr.\martike04,SF,21,HOU,72,1498,14.9,0.607,0.303,0.234,5.5,14.8,10.1,9.9,1,2,9.6,16.6,,2.3,0.5,2.8,0.089,,0.4,-1.2,-0.8,0.4
Garrison Mathews\mathega01,SG,25,HOU,58,1520,11.3,0.607,0.833,0.4,2.1,10.2,6.1,5.3,1.6,1.1,6.9,14.6,,2.2,0.5,2.6,0.083,,-1.1,-1.1,-2.2,-0.1
Dakota Mathias\mathida01,SG,26,MEM,6,16,11.1,0.5,1,0,0,13.3,6.5,8,3,0,0,15.4,,0,0,0,0.116,,-1.4,1.6,0.2,0
Wesley Matthews\matthwe02,SG,35,MIL,43,852,6.6,0.517,0.723,0.112,3.2,6.9,5.1,4.8,1.2,0.7,7.5,10.7,,0.3,0.5,0.9,0.05,,-3.3,-0.3,-3.6,-0.4
Tyrese Maxey\maxeyty01,PG,21,PHI,66,2347,16.3,0.589,0.293,0.252,1.2,9.4,5.3,19.3,1,1.1,7.2,20.2,,4.8,1.8,6.5,0.133,,1.3,-0.6,0.7,1.6
Skylar Mays\mayssk01,SG,24,ATL,25,211,12.6,0.606,0.403,0.145,2.6,10.3,6.5,10.7,1.6,0,13.2,15.8,,0.2,0.1,0.3,0.069,,-0.7,-0.8,-1.5,0
Miles McBride\mcbrimi01,PG,21,NYK,34,303,7.1,0.403,0.588,0.118,1,10.8,5.8,19,2.1,0.3,5.3,13.6,,0,0.3,0.3,0.046,,-5.2,1.4,-3.8,-0.1
Mac McClung\mccluma01,PG,23,CHI,1,3,8.8,1,0,0,0,0,0,0,0,0,50,29.4,,0,0,0,-0.248,,-6.8,-8.4,-15.2,0
CJ McCollum\mccolcj01,SG,30,TOT,54,1898,18.6,0.554,0.408,0.134,2.8,11.5,7,26.4,1.5,1.1,9.1,27.4,,2.6,0.8,3.4,0.087,,3.5,-1.2,2.3,2
CJ McCollum\mccolcj01,SG,30,POR,36,1267,16,0.532,0.435,0.102,2.8,10.6,6.6,22.3,1.4,1.6,9.2,26.1,,0.9,0.3,1.2,0.046,,1.9,-1.7,0.2,0.7
CJ McCollum\mccolcj01,SG,30,NOP,18,631,23.9,0.593,0.36,0.192,2.6,13.1,7.8,34.6,1.6,0.2,9.1,30,,1.8,0.5,2.2,0.169,,6.7,-0.2,6.4,1.3
T.J. McConnell\mccontj01,PG,29,IND,24,581,15.3,0.536,0.138,0.083,3.6,11.7,7.6,28.6,2.1,1.3,13,15.9,,0.9,0.4,1.2,0.102,,-0.2,1.6,1.3,0.5
Jaden McDaniels\mcdanja02,PF,21,MIN,67,1749,10.4,0.551,0.456,0.13,4.5,13.1,8.7,6.1,1.4,2.9,11.3,15.4,,0.8,1.8,2.6,0.07,,-2.8,0,-2.8,-0.4
Jalen McDaniels\mcdanja01,SF,24,CHO,47,786,11.5,0.572,0.436,0.273,4.2,16.3,10.1,8.1,1.3,2.2,11.8,15.1,,0.6,0.6,1.2,0.073,,-2.7,-0.6,-3.3,-0.3
Doug McDermott\mcderdo01,PF,30,SAS,51,1223,11.5,0.593,0.551,0.11,1.5,8.4,4.9,7.2,0.5,0.4,8.1,18.3,,1.2,0.4,1.6,0.062,,-0.4,-2.2,-2.6,-0.2
JaVale McGee\mcgeeja01,C,34,PHO,68,1056,23.6,0.662,0.019,0.323,15.6,29.4,22.7,5.6,0.9,6.3,15.3,23.1,,2.5,2.3,4.8,0.219,,0.5,1.1,1.6,1
Cameron McGriff\mcgrica01,SF,24,POR,3,46,12.6,0.47,0.429,0.143,13.8,22.2,17.9,9.4,0,2.1,0,14,,0.1,0,0.1,0.101,,-0.9,-3.1,-4,0
Rodney McGruder\mcgruro01,SG,30,DET,46,660,10.9,0.561,0.658,0.105,4.7,11.9,8.1,9.8,1.3,0.7,9.6,14.3,,0.6,0.4,0.9,0.068,,-0.9,-0.8,-1.7,0.1
Alfonzo McKinnie\mckinal01,SF,29,CHI,17,206,5.7,0.457,0.443,0.131,7.1,10.8,9,3.2,0.5,1.3,9.8,15.3,,-0.1,0.1,-0.1,-0.012,,-5.5,-3.4,-8.9,-0.4
JaQuori McLaughlin\mclauja01,PG,24,DAL,4,11,-2.9,0,0.5,0,0,0,0,22.5,0,0,0,8.2,,0,0,0,-0.101,,-9.4,-4.2,-13.6,0
Jordan McLaughlin\mclaujo01,PG,25,MIN,55,766,13,0.491,0.403,0.21,2.3,9.5,5.8,27.2,3.2,0.8,13.9,12.2,,0.9,0.9,1.8,0.115,,-1.7,1.8,0.2,0.4
Ben McLemore\mclembe01,SG,28,POR,56,1075,10.7,0.551,0.774,0.159,1.2,8.1,4.5,6.8,1.2,0.8,8.4,21,,0.4,0.1,0.5,0.023,,-1.2,-2.6,-3.8,-0.5
De'Anthony Melton\meltode01,SG,23,MEM,66,1483,15.1,0.52,0.524,0.165,4,16.9,10.3,15.9,3.3,2,13.1,21.1,,0.7,2.5,3.2,0.104,,0,1.7,1.8,1.4
Sam Merrill\merrisa01,SG,25,MEM,6,58,7.6,0.485,0.958,0.167,1.8,11,6.3,9,0,0,7.2,19.6,,0,0,0,0.031,,-2.1,-3.5,-5.7,-0.1
Chimezie Metu\metuch01,C,24,SAC,53,1108,13.5,0.542,0.436,0.208,3.1,25.2,14,7.4,1.9,2.2,10.9,18.5,,0.2,1.2,1.3,0.058,,-1.3,0.1,-1.2,0.2
Khris Middleton\middlkh01,SF,30,MIL,60,1940,18.6,0.581,0.419,0.294,2.1,15,8.7,25.7,1.6,0.7,14.2,27,,3.2,2,5.2,0.128,,2.1,-0.4,1.7,1.8
C.J. Miles\milescj01,SG,34,BOS,1,2,-7.8,,,,0,0,0,0,0,0,,0,,0,0,0,0.029,,-16.2,-0.1,-16.4,0
Patty Mills\millspa02,PG,33,BRK,73,2167,10.9,0.565,0.707,0.074,0.9,6.2,3.6,10.8,1.1,0.7,7.8,16.8,,2,0.8,2.8,0.062,,0,-1.5,-1.5,0.3
Paul Millsap\millspa01,PF,36,TOT,32,366,11.3,0.462,0.307,0.211,12.5,21.5,17.1,10.8,1.2,3.2,12.6,17,,0.1,0.4,0.5,0.067,,-3.3,0.1,-3.2,-0.1
Paul Millsap\millspa01,PF,36,BRK,24,270,11.2,0.443,0.318,0.2,12,23.8,18,11.8,0.9,3.6,10.6,16.5,,0.1,0.3,0.4,0.068,,-3.5,0.4,-3.1,-0.1
Paul Millsap\millspa01,PF,36,PHI,8,96,11.6,0.514,0.276,0.241,14.1,14.8,14.5,7.7,2.1,1.9,17.9,18.3,,0,0.1,0.1,0.066,,-2.9,-0.5,-3.5,0
Shake Milton\miltosh01,PG,25,PHI,46,996,11.1,0.495,0.316,0.172,2.9,10.7,6.9,17.1,1.2,1.4,9.9,18.8,,0.1,0.9,1,0.049,,-2.2,-0.6,-2.8,-0.2
Davion Mitchell\mitchda01,PG,23,SAC,68,1800,10.6,0.488,0.404,0.085,1.9,7.3,4.6,19.7,1.4,0.9,10.5,20.2,,-0.4,0.5,0.2,0.004,,-2.1,-1.5,-3.7,-0.8
Donovan Mitchell\mitchdo01,SG,25,UTA,61,2057,22.1,0.579,0.488,0.22,2.8,10.5,6.8,28.2,2.2,0.5,12,33.2,,4.6,2.2,6.8,0.159,,5,-0.3,4.7,3.5
Evan Mobley\mobleev01,PF,20,CLE,66,2261,15.8,0.547,0.113,0.298,6.7,19.8,13.4,11.6,1.2,4.3,12.6,20.3,,1.4,3.7,5.1,0.108,,-1,1.5,0.5,1.4
Malik Monk\monkma01,SG,23,LAL,67,1853,14,0.591,0.544,0.134,1.8,11,6.4,14.2,1.4,1.2,11.5,19.4,,1.9,1.3,3.2,0.083,,0.2,-0.8,-0.6,0.6
Greg Monroe\monrogr01,C,31,TOT,10,151,18.2,0.548,0,0.318,16.5,20.5,18.4,13.2,1.9,4.4,15.2,16.7,,0.2,0.2,0.5,0.147,,-1,0.4,-0.6,0.1
Greg Monroe\monrogr01,C,31,MIN,3,63,18.5,0.617,0,0.357,8.3,27.6,17.7,24.4,1.5,6.2,19.8,13.4,,0.1,0.1,0.2,0.178,,0,4.7,4.8,0.1
Greg Monroe\monrogr01,C,31,WAS,2,18,25.3,0.5,0,0,43.5,18.1,30.6,9.1,2.8,4.7,20,24.7,,0,0,0.1,0.137,,0,-4.3,-4.3,0
Greg Monroe\monrogr01,C,31,MIL,5,70,16.1,0.52,0,0.409,17,14.7,15.8,4.1,2.1,2.7,10.4,17.7,,0.1,0.1,0.2,0.122,,-2.2,-2.3,-4.5,0
Moses Moody\moodymo01,SG,19,GSW,47,555,9.7,0.556,0.61,0.207,3.4,11.1,7.4,5.3,0.4,1.4,6.8,15.1,,0.4,0.6,1,0.089,,-1.9,-1.5,-3.4,-0.2
Xavier Moon\moonxa01,SG,27,LAC,6,83,12.4,0.467,0.294,0.088,1.3,9.9,5.7,18.5,3,1,7.8,20.3,,0,0.1,0.1,0.042,,-3.6,0.8,-2.8,0
Matt Mooney\moonema01,SG,24,NYK,1,2,-20.1,0,1,0,0,0,0,0,25,0,50,43.8,,-0.1,0,0,-0.917,,-33.8,11.5,-22.4,0
Ja Morant\moranja01,PG,22,MEM,56,1862,24.7,0.575,0.218,0.351,4.1,14,9,33.8,1.7,1,12.5,33.8,,4.7,2.1,6.8,0.176,,6.2,-0.2,6.1,3.8
Juwan Morgan\morgaju01,PF,24,TOR,1,27,9.5,0.833,0.667,0,7.6,8.5,8,4.9,0,0,0,4.8,,0.1,0,0.1,0.136,,-3,-4.3,-7.3,0
